,A,B,C,D
49,2.16491965141,1.82327065572,1.62728236796,4.05569457379
50,10.2785819634,6.05199515586,1.3375390854,7.63092005844
51,-1.78657676534,7.63526445783,1.61121655903,8.16348177794
52,3.77506234016,3.41600342507,2.00891305131,5.37566537415
53,7.04396315642,4.91507733972,2.47156217764,4.90788984095
54,-4.00907284754,4.73608793067,1.64317103101,7.04625420729
55,2.50811359474,5.247788876,2.28540251987,7.55861269822
56,2.21958077405,1.17553729854,2.08559602735,1.82692660932
57,3.19796651563,3.98877696958,1.40847457295,4.92934482214
58,7.91664425576,8.49694969045,2.29976171892,11.2174229605
59,1.7165111749,3.85210782099,2.56072528518,6.71956964186
60,-0.0316327946782,6.7296924949,1.45200875587,8.96647984699
61,5.64694378483,1.26647296834,2.74300063136,-0.613425523971
62,2.30650012233,7.50698784894,2.18395008444,8.318259272
63,-9.22518061415,2.39886966073,2.22063177024,1.16690815311
64,1.66456964763,4.35041738833,2.0338901456,4.33400562925
65,3.14794487823,9.57173123364,2.95684517304,11.9436730654
66,4.19280111857,4.64140281582,1.68347760044,5.54141195984
67,-2.10947090491,5.58242628819,2.10330714784,4.94232223626
68,1.87769631094,8.11524703337,3.38557051222,9.15511865442
69,1.8539301678,5.88606223521,0.778074383135,7.50505425453
70,-1.40367260002,3.8347108497,2.13305679463,3.61463256408
71,2.24540746906,1.89972159964,1.13095456349,1.487717414
72,6.67649455127,3.91179405159,1.93802492067,5.6370053708
73,2.52866526232,5.98734368063,1.55713078394,7.87427799222
74,3.36613127691,4.15453903651,1.74789469879,5.28968745105
75,4.32081314161,8.06905506087,2.06872761946,9.93622740279
76,3.54776087622,7.62238935255,2.45545285565,8.54138055194
77,2.17318030452,2.2518497645,1.92347784825,3.4832205011
78,1.46163504922,8.91384542736,2.66209827003,13.8901435257
79,5.41909142921,1.8968870578,1.18228770981,1.99090286366
80,-3.23139108418,3.77124800029,3.01848760005,4.94497554788
81,8.71179645466,1.39781975889,1.81458785298,-0.320908873856
82,2.1229119414,3.67414508133,1.36390805803,4.63104361209
83,2.31566659939,4.66791866751,3.03374901335,5.56585893568
84,2.52596044362,10.2942056232,2.63196940766,11.159122088
85,4.67039265131,3.80882064067,1.98202984216,5.1347129155
86,-3.75412028467,9.50609899403,2.57653807196,11.7680053693
87,-0.402239314023,5.33210848433,1.53443377311,6.54082902972
88,8.94382631214,11.0849269544,2.99217994629,13.9267553232
89,-2.14483199539,0.652444534185,1.84152323821,0.883753043828
90,1.52525964338,4.91244196841,2.37557422586,7.04108935824
91,3.10565360997,7.79678973289,2.25705710705,8.32416380663
92,4.83859049059,-0.544840030805,1.81969840494,-0.546989368615
93,7.80583585732,4.69556358565,2.03207243279,6.68812143022
94,5.2445634979,7.0388518988,3.03439821032,8.11720094401
95,6.76190332528,6.84530972994,2.62761630822,8.38257143931
96,-0.778970824297,3.42235943417,2.91600691684,4.50186022392
97,10.3212613144,4.28652125283,1.21392365818,4.34267380787
98,7.46590155709,4.84965515447,2.11285428821,6.19914527773
99,3.17311028464,7.34265908752,2.67839120328,6.52457566734
100,2.49463148639,5.0160615709,2.17270202816,6.56849028069
101,-1.89060030914,2.63858599117,1.80811164343,2.63457069534
102,3.56279134666,7.46046058534,1.90604345685,7.33413866598
103,9.38248571704,9.57310971656,2.28518110091,11.3351062884
104,7.17754860697,6.49648678957,1.67787937006,6.63473692425
105,2.18659444721,7.20879226926,1.4347904328,8.6654170072
106,1.77738969006,3.69107460408,1.28470578213,4.81670622
107,9.25120132413,5.44320515537,2.43714830037,4.12278964368
108,-0.595619583125,3.99242197249,2.34830263977,4.78151925674
109,5.15268830768,7.76222115805,1.5162335627,10.2666451693
110,-4.12190302228,3.71362973849,1.70611722585,5.92250945365
111,-2.24081806585,5.77394904676,1.80185227899,6.11779617896
112,4.84392507977,7.8692026236,2.13257572037,9.8890890168
113,3.56899924058,3.18338028898,2.00372093522,5.77647586357
114,8.04005670505,6.34931107853,2.8966968649,7.42816645805
115,6.87229812428,8.14366283464,2.49666949018,9.71684628419
116,4.20766345532,8.38672021631,1.43860730486,10.7302745253
117,-2.28061030114,0.769001434209,2.7357102429,1.06658276444
118,6.08994051799,5.91433908281,1.57926752342,8.85474741457
119,0.763732440497,4.23972062489,1.56187189112,5.54614304668
120,1.94605487258,3.72207562362,2.03460136387,3.17778383071
121,9.67505939795,8.84126974682,2.38059567982,11.3334046416
122,-3.93000684317,4.05986416025,2.20182557409,5.25236847734
123,3.21177708475,6.72108753999,1.46981664881,6.51492377231
124,0.334295358436,4.05591146699,1.98520730581,5.0982020492
125,8.91226642487,7.77455481083,2.17016921658,7.69911483743
126,7.51201393728,6.2454329721,1.29051961109,9.59942067067
127,8.0164159599,7.58130876443,2.39204563685,9.77497001698
128,-4.33753006197,4.00136183219,1.42991401067,3.97506410326
129,7.66048433048,5.06749281696,2.45838512176,5.79722067853
130,3.72236886364,-0.343396196019,1.00930868139,-1.71759395382
131,-1.55737227764,7.30744539892,2.58194462501,10.6585967509
132,-2.09303433969,4.15999714685,1.23084150532,6.41214362233
133,2.38962785409,5.04434546193,1.69463714901,6.47818153863
134,7.37491692049,13.0709305869,3.14347580454,16.0400911503
135,-2.63112724816,1.42429209604,2.39636444718,0.77965380908
136,3.85556843937,2.33263998912,1.87987291233,3.61238714398
137,-2.04794865295,2.61457990019,2.26564779418,2.71837155227
138,-0.303316083035,2.33283830416,2.02016249236,1.60176074985
139,4.26460419937,1.90687128662,1.24220911851,1.20180444251
140,2.21509606774,4.30921574179,1.78617561792,4.14657616777
141,1.75431382698,10.6205647661,2.53328154715,12.1013343015
142,10.4905794497,10.7174197655,2.59173289002,13.6838205762
143,5.86495079437,0.868234325721,1.34790359709,1.78886639965
144,9.41896897495,5.10107932668,1.53771495998,7.15160960099
145,1.72136137417,2.11989329916,1.89513169605,0.603405605762
146,-0.0474415908784,1.03597272218,1.15944183039,0.617805692178
147,12.0193981243,10.3368519426,2.24421688902,13.5320567808
148,4.14008393332,5.2551112577,2.19911749012,7.13929333097
149,-0.336797081211,7.50110781621,2.88809612522,10.3197642218
150,3.0306494805,2.22131036354,1.01872658506,4.0036244355
151,-2.04337798642,1.5629283435,1.82645162869,3.43063005301
152,4.45271942715,2.16931315989,1.50770277349,3.61922126268
153,10.3391237926,8.10398165999,1.73726531742,7.48193034024
154,-0.435711872027,6.65771049208,2.97849390405,6.36559548035
155,1.18425271482,8.41134771254,2.40299771423,9.65717528953
156,0.617937162541,2.74171199254,1.92927004334,4.0740594829
157,0.0845322255208,9.51062331413,2.6897202235,11.7230558578
158,6.17883125655,9.35548311333,1.7787236026,10.5544165053
159,3.89387241837,4.44969456055,1.77630236687,5.82391695988
160,10.5286406471,7.95007528814,1.8711544405,10.1126983774
161,5.41304457696,3.32359723623,1.53109658819,5.53112780351
162,0.858471462259,2.96472994709,2.81200783832,1.6160647747
163,-0.361162657891,3.23613136254,1.980575024,5.25257369674
164,-1.5011278257,4.75309184545,2.45239692224,5.34190002895
165,8.92221210789,5.6215297603,1.2410689982,8.36555566623
166,5.05001294995,4.71818308347,0.767510055963,5.48503107908
167,3.46780334072,7.64772781484,2.23933430253,8.94745624695
168,4.24161060844,7.17311301874,2.66061243639,8.93381707116
169,1.45441820744,7.55842406732,3.32336191645,8.49317206197
170,-1.28860563046,3.24355698539,2.83485410219,3.68499105653
171,4.62471295515,5.40274081361,2.32154374033,6.06776776758
172,0.866910789984,2.3070404824,2.68470195478,1.78773028961
173,2.03977273658,7.46557453548,1.70292099719,10.3880987286
174,10.9162413868,1.06385864597,1.38829310176,0.212671783022
175,13.3499371422,11.4862040667,2.50214653366,14.9483487006
176,4.77193165405,10.0491428943,1.9705632729,12.0336400176
177,0.558959427052,1.89854234241,1.1853974247,1.4900223876
178,-3.70782787765,1.10064567521,1.31949631029,2.05622525793
179,2.28309351087,3.47284379213,1.8475634977,4.11625278124
180,-0.605491038016,2.95238510227,1.60118907779,2.48884722192
181,5.17237359795,6.27165367625,2.22228278566,7.27773889736
182,-1.96318759677,3.26000991416,1.83955739317,3.05957845464
183,8.6494198158,11.2289782667,1.84536373966,12.7383139527
184,3.4831322968,4.85178530476,2.97477984348,5.62741163369
185,0.232369122991,2.2749667115,1.59094257643,4.07619611574
186,3.71543757493,5.7129855424,2.08401359901,5.01272169615
187,7.01046856793,3.28652307594,1.6317402098,2.65848065974
188,3.14895795705,6.52808653434,1.97504330826,8.42227789746
189,7.34588537322,8.97279863245,2.69158896445,10.2015604359
190,2.57155319735,4.75363639483,2.26576444502,6.67784680186
191,6.99469332927,9.02431819546,2.22633600017,10.2697685518
192,-3.61891638311,4.56123322212,2.06667009491,6.06922879627
193,2.28568626567,3.94748439326,2.86570770107,5.50789124588
194,4.94838725866,11.0236236206,2.15565103618,13.7073341394
195,4.84194049202,6.57841684187,2.44615421644,8.62807619243
196,0.0940266387545,6.77384538471,2.47207484274,7.68834958427
197,5.02464425849,3.14284813056,2.39283377445,2.75048775859
198,2.42343678925,2.23978198196,1.70789883115,3.57901203712
199,2.1400586544,6.21492805886,3.16718120082,6.69583406952
200,5.646586108,11.6391163764,2.11957525813,14.9835759232
201,3.2788155947,7.01641498355,2.26348128443,8.6595228578
202,2.84723192014,6.29774810739,2.80992561802,7.51561120655
203,2.01935793414,5.24690840928,1.59135777867,4.44099921878
204,6.55056463887,4.01571904695,2.02632663525,4.68372940391
205,-0.351795911532,3.51552483179,1.91171026571,4.05644334003
206,1.81769477656,5.16596769747,2.28189196726,5.13687025647
207,1.83518126371,5.94502338413,1.81439932984,7.91047356732
208,3.84378089776,9.64534275979,2.5348774495,10.9735421524
209,3.59719015568,-0.252925877733,1.423800682,0.118522683208
210,-0.501162522073,0.963897042981,0.943173811523,0.971094351868
211,-2.02607079149,1.3847284451,1.70626287376,2.47537635657
212,6.75560126121,9.19717707142,2.11757886103,10.577617013
213,1.6531412941,1.79923960574,1.19371945631,3.47537000543
214,-1.45532677914,7.5427422996,3.09595459355,9.65146106984
215,0.268384696457,1.93103013887,1.20424988547,1.82469704024
216,-0.15081902586,6.19362373173,2.18483014106,7.23655431455
217,6.7848152006,8.60840494855,1.77112579247,10.2789941905
218,1.76731206353,5.51982732753,1.75059509989,7.06482755467
219,11.3301573944,10.3621545883,2.35683338796,11.8355817399
220,2.49651520074,2.64616111395,1.75537208961,0.429266290533
221,5.22914597825,5.50636594925,1.99375348946,7.8684425188
222,5.66144728846,5.71684892188,1.39335204724,7.62573376359
223,1.07072034238,5.97923135747,2.37272214485,7.82000671045
224,-4.08507403133,3.56801788646,2.54129532652,4.90156358642
225,4.81346816154,7.4751590528,2.53973802451,9.13263744772
226,-1.12535708741,5.76289554815,1.49709490822,7.17917837453
227,2.08969628822,4.78952394839,2.270452762,7.99825232755
228,7.36717031554,6.03237629258,0.712760253132,7.33540533717
229,-2.01010209217,3.62017741868,2.06154709912,3.49733209931
230,6.89201780894,4.15527091116,2.5909128802,5.61998070735
231,4.00201231919,9.33413488896,2.18590600081,11.4053255386
232,-2.94840095357,7.50030564593,2.44697756472,7.69023195381
233,1.77884208088,7.65736647169,3.00138427268,10.2732233149
234,1.88937605028,2.55228612226,2.46728866882,2.39889518817
235,1.97999690014,8.41643354925,2.96980657957,10.132391373
236,1.19782482865,4.10988214944,1.43369667307,5.04597339025
237,3.85707025122,5.15382294607,2.12880745356,6.43324878988
238,-1.33381921073,4.13807444408,2.27779529661,4.78594481739
239,4.5225566908,2.68737803939,2.25392122192,4.76467164871
240,0.203909530051,3.56719794926,1.64587967691,4.36939219722
241,8.5513345953,8.44250957684,2.19869400109,11.3835874708
242,8.49306188579,7.02241138656,2.3331442227,7.96935789539
243,8.08055232826,10.44642796,3.17932455931,9.99663976831
244,2.87548339972,7.11806019074,3.06324386549,7.31754166891
245,1.7022620999,7.80625893343,1.72890563147,9.61700097174
246,9.70151508978,6.89924180947,2.38333046352,8.03394888206
247,6.72906520655,3.68249893478,2.32893882528,4.73234571872
248,7.75386700067,6.23464559797,1.4316795512,5.3690928492
249,2.53538693221,4.97322115011,1.26103416098,4.65201683762
250,-0.865541837816,0.517416212063,2.03651888373,0.33793681441
251,1.07524054012,3.32141445708,1.60494138759,4.27485822549
252,4.20913599338,2.97778031578,2.47314221781,4.75816687311
253,12.9325491024,6.30457618689,2.28378497326,7.60061379334
254,-0.235514579474,0.328587630449,1.57911074824,-0.514795284951
255,-7.11079084509,-0.984818527802,1.43118410347,-1.59009746208
256,0.646137406617,3.92384554372,2.04119858598,5.03949814804
257,10.8949929172,4.15811839511,1.08693223136,5.82619801971
258,-0.913761339661,2.75122239621,0.985117238965,2.84707174658
259,3.10273914776,9.03272567399,1.66256389367,10.3879275135
260,4.80850102127,7.20060784472,1.81843021926,8.63840452332
261,2.52184438593,6.05929954715,2.04696513835,6.66077464367
262,-3.13546784921,3.64308628313,1.59618757474,4.96819906317
263,4.7256143806,7.61342047828,2.34306354166,9.19877196757
264,1.29271748999,6.04729764384,1.53490562547,8.60067596345
265,6.99738325067,12.9212239894,2.07977313832,15.5303765239
266,5.93964133295,7.92588838669,2.57931926381,10.6959237355
267,3.17742307933,3.41247950509,2.60956550725,3.37611100383
268,1.57943153811,4.05612007528,2.41429606965,7.632918429
269,3.66019043315,7.33995383992,1.88790123228,8.40508465274
270,5.69274232678,2.44447364321,1.72129810277,3.2706277142
271,5.68612020118,2.93668071703,1.81849314011,3.81049186574
272,0.411979450777,8.23622104041,2.62502998561,8.16439634119
273,-2.00349877824,8.5194020675,1.619312435,8.34813987581
274,9.05889484487,9.46442354245,1.7769016773,9.58562186473
275,8.02084589536,4.84005225779,1.6888611396,5.63836322745
276,-2.18344121282,4.51838110047,2.42018969297,5.556729825
277,6.06782266095,9.75865297764,2.05990586059,12.4645701739
278,0.946385035169,-1.34583493105,1.97442442272,-0.874477820426
279,-4.77220153007,0.56337108491,1.464119333,-1.11378521858
280,5.39793631461,0.159722370972,1.39725854183,0.832535197789
281,7.46937601206,3.76165611572,1.43562074486,5.07060272292
282,1.59083300521,5.22456721681,1.92894643567,5.42321628884
283,4.91146631602,2.01138291992,2.04881024051,2.09651636067
284,3.88662608575,8.53613999429,2.83751463896,8.61486881195
285,6.02474499029,4.66992152557,2.21477187488,5.93800705311
286,-1.71870293429,5.42142550872,2.10363019085,6.03875820703
287,7.64195006751,5.19254304565,1.30066908792,6.58135368439
288,8.22258363517,6.37033179422,2.14562754517,7.40080917492
289,4.49681834218,9.33241720851,2.14063497463,9.78636277442
290,4.72921962054,5.92039109737,1.49436564226,7.62672565726
291,9.28371573306,7.0406163046,2.38218132895,8.17911450097
292,0.942263274161,7.97638154636,1.33452295102,9.91917862295
293,7.91024006347,10.9621116762,2.67988746764,12.2131937377
294,6.33416870319,4.41893804577,2.05085072067,6.21092348383
295,5.61059486063,3.62526784461,1.7384768632,4.90282089197
296,1.37710962954,8.07846757983,3.11645890448,8.92053205488
297,5.34508237163,7.13663239808,1.74560163328,9.26583156817
298,-5.87956858225,2.64107139395,2.14183860894,1.12016636983
299,7.84934145047,11.951623484,1.60911207685,14.8662507623
300,6.63808556206,7.85355198139,2.2631693739,10.0132201264
301,2.79885056319,6.78491061409,1.90863377703,9.47268589707
302,4.10928900673,2.58560163877,0.937109626848,3.01255052178
303,3.30713893102,5.64252512928,2.42198135814,7.20592368796
304,6.48755918284,5.67688714126,1.72970053792,6.75953035802
305,-1.54664867224,4.29051950087,1.48099957374,5.08291868385
306,1.90482092805,6.76453832735,1.61106847628,8.44966234685
307,6.47582483611,6.10183795211,2.25294533551,7.16604007023
308,-2.58596980399,-1.53782466335,1.75950031127,-1.29493252384
309,4.16928560886,5.38072883423,1.15140836995,6.12338219626
310,7.11410529416,8.24552750815,2.83378100113,10.6572502163
311,5.5092673774,3.95489672575,1.53123102263,4.38033543815
312,1.86556109421,0.273368793687,1.90023952623,0.504339413478
313,-3.5605891996,0.828796048573,1.57604151498,0.937030677937
314,-0.64636997563,8.78322566062,2.55585296509,12.5443890596
315,3.24038493569,5.18568419479,1.62365459165,6.4412685712
316,5.23356592057,6.86592361171,2.16752833261,8.83216801512
317,3.26148613998,4.5727005529,2.20688387739,5.76327060655
318,6.22624603202,3.42446060337,1.13113642371,4.26194570301
319,-4.21345423292,-0.28893006337,1.57290833344,-0.218519241826
320,1.38424267014,3.8180113672,2.35421211717,4.46164136358
321,5.8623092846,4.97451740244,1.62580144213,7.26086657784
322,-8.80713502628,1.79919384251,2.26351713977,3.11636465133
323,-2.31572947712,3.20104922833,2.28982808643,3.55303232892
324,3.3726391882,5.42294018827,1.47838006929,5.36882197506
325,4.91332003527,3.90838789541,1.70693993573,4.30822453981
326,3.59858427624,5.35743128127,2.04902652176,4.04544160283
327,7.00065417566,8.12116357112,1.9198742482,9.28896228704
328,4.41503698171,0.874513437741,1.37314433472,2.06230142044
329,9.55637860977,10.1613547995,2.41670721943,12.5654819834
330,3.9265787079,3.844792234,1.90201557384,4.55588327976
331,0.403811691391,3.31634305834,2.50648152867,1.99111116986
332,1.63149579029,3.99790410782,1.20461890272,3.8418838976
333,4.18163203498,8.37653344972,2.31421202096,11.2547806766
334,-0.195802983287,0.37973734122,1.48039186853,0.650794894514
335,-0.936830440097,-0.775909740547,1.26231352167,0.532181079555
336,1.37634587198,7.35982402404,2.63761609993,10.7190898842
337,-0.226252137157,4.4472813224,1.50739382057,5.63428447718
338,-0.773669414294,6.46923712337,1.83054282253,6.59566327069
339,10.7913221897,9.39090412717,2.61742972498,10.4351460711
340,0.69419030084,6.00733435341,2.09626036869,5.6967288633
341,4.22545978842,9.42813957414,1.94483090661,10.5924280128
342,-2.2391351314,6.44055809405,2.30523511806,8.40658406873
343,6.60599615749,7.38303604541,2.38009037544,6.85959253263
344,4.41328319765,8.62990983319,1.84029404064,12.6720192957
345,6.20349617753,8.22611615376,2.14370442644,9.94472110475
346,5.86622186176,8.56216436547,2.21497206253,10.2230150941
347,3.66187182448,2.99571202532,1.81568504789,3.82407452841
348,-0.707038257657,0.648843488724,1.70455873708,0.366404547727
349,1.12605920267,1.0288631583,1.75272917368,2.17338835411
350,0.953028538643,1.63310958547,2.368011522,2.25813126437
351,0.913741438786,7.735957352,2.10571573279,8.93103416546
352,4.02040864262,5.13384219488,1.34438518601,5.0034398395
353,-3.8738937163,8.13044850427,2.24462998709,8.89524928914
354,5.19249785059,6.88296517348,2.21717457948,8.18442523961
355,2.90368970214,3.73018100059,2.42839326386,4.80809480933
356,6.01617264963,5.60912909425,2.04258841387,5.87787787363
357,3.59784220535,8.79314144588,2.10228241126,10.8597336193
358,-4.71907515568,0.302066301945,2.29623396732,-0.718049471094
359,6.05068826346,8.49441341537,2.10403942066,8.70575378709
360,-3.72333697637,3.54508246035,2.30853467871,2.58214592614
361,-3.48859606462,4.12547510901,2.1509526752,4.78073772416
362,2.82633600328,7.06879316256,2.09633359696,8.86526908137
363,7.48381805402,3.58780707851,1.7285796823,3.98565146482
364,-4.34914855132,2.22268573878,1.85864144214,2.98202609897
365,4.18224668951,8.28941136594,2.02802274935,9.26577281054
366,1.31706990304,2.38716436886,1.60925818165,4.68563002914
367,8.50853658067,9.92937826529,2.2283639879,12.9848348974
368,-2.83651847266,2.92758075182,1.39620178801,1.9713794385
369,0.708259108056,7.22082606584,2.21422101831,8.24589746639
370,5.27073094431,9.27448099769,2.4157584013,12.9184566839
371,3.74586093881,2.91845514107,2.15648826892,2.30171945075
372,2.0770436496,1.85504014558,1.74988041755,3.25002904853
373,1.79767185464,-0.0577915747806,1.58152440808,-1.787696991
374,2.75007219554,-0.903784943052,1.0987364905,-1.63408211974
375,2.83427994788,5.74510233905,1.75944745372,6.58716434541
376,8.31759103381,8.68990518741,3.18152307426,10.1786374189
377,1.68451044798,7.67083803627,1.37356055228,7.27307837224
378,0.806348109,6.33941572742,2.19172661873,8.70682397484
379,8.11282295496,3.36020483255,1.72322913082,4.12423105228
380,2.70865779981,9.54316286254,2.41283187657,14.087781948
381,3.12420632645,8.3688222206,2.62609566506,10.7230166051
382,1.02409458685,4.76478438135,2.5366655272,5.45582342658
383,6.26909248736,7.70998010156,2.8355566738,8.76730411822
384,3.20385488486,4.19586375186,2.37886938102,4.05120233062
385,6.03761177754,7.16089049786,1.90913067939,7.38240837537
386,8.66817132879,4.23873733734,2.48560249085,5.53971136797
387,-2.36648723915,4.05724394761,1.68368952215,5.90374341578
388,6.50839518007,5.32937797529,2.41321282814,7.73472777967
389,5.74211512941,6.51928804947,1.52648908934,9.07635340028
390,1.93200430279,4.56068233559,2.21453814658,6.59379132946
391,6.64980688859,2.54354178662,2.32022301178,2.70790857707
392,4.05756895525,7.9561225031,0.898073467302,10.2529447036
393,-1.00871661888,0.961711985535,1.43429171784,1.00887155494
394,2.48360035778,4.8372872901,2.58803264477,5.01745120172
395,1.87424138215,3.94860655721,2.06843154078,5.33395116844
396,-0.547927671218,1.83552346996,1.74914339631,1.41995652861
397,7.67113036173,11.6193131602,2.68674643172,12.6657064882
398,7.48736924499,7.29344162431,2.13411885829,8.43305478106
399,3.2571168955,3.93852079189,0.695436005722,4.24036685167
400,-2.26919603536,6.46017962982,1.92385098046,6.98739997678
401,5.58104511335,4.68142795204,1.44815822379,5.39112467198
402,0.677766989324,7.16222737812,2.43001997324,8.59837627648
403,-0.701707939965,6.05935433472,2.08060602731,7.51258429318
404,9.51650584192,10.0392772869,2.43840469957,12.6690479046
405,-5.02192146516,2.71588597985,1.80199514664,3.98579721429
406,-0.278673984766,3.66357545292,2.09026903627,4.23943368886
407,5.95359400289,6.61207591161,1.74348366556,7.90755095185
408,5.21940045736,0.887376731362,2.15323002028,-0.18677945437
409,4.48365361538,7.8680740707,2.78311193436,8.30579688464
410,5.7556615371,4.47641447172,1.58233360825,6.34677956467
411,1.32458690661,1.41323194427,1.59121550816,-1.38824119988
412,3.83928127181,-0.396937710688,2.22716952123,-1.28763386737
413,3.53015870112,5.90081955049,2.35895721546,6.10599356405
414,9.22072671206,10.5197443706,2.39234950719,13.8195577727
415,3.48111625284,11.1181168583,2.59113540308,11.8683954979
416,3.69561113798,3.72462068201,2.30222773698,2.74209966056
417,-0.735080840481,5.61836051993,1.76230579329,7.30965835837
418,-3.36989357171,3.35838337689,1.46601143137,4.64780986568
419,-0.0328315094368,3.28977780399,1.8706305646,4.93484415834
420,-0.223527505424,1.67525269501,2.16741582814,2.46844735373
421,3.71555171899,4.42742207086,1.75276300025,5.06974146767
422,4.88053141693,1.10233141138,1.63932505238,2.61942884191
423,0.178249890066,5.15197027021,2.08701584467,6.92737572206
424,2.06593425337,4.55481086916,1.55801432429,5.87672769683
425,7.21972438948,2.73852972126,1.78485926104,2.43323657874
426,7.49548400929,0.0269739660128,1.62218846234,-0.852926036561
427,9.87278148945,9.91648484262,2.14416075261,11.5169554183
428,-0.195855915267,8.6093739521,1.954269497,8.96634160185
429,0.371623532586,3.76338486781,1.60819199128,6.40316077595
430,6.66370771291,7.09114434258,1.9453957556,9.73776295626
431,10.3074343572,2.76394988221,1.0155328515,1.13007104841
432,2.97813416367,4.96286518569,1.55325731553,6.20658506436
433,-5.81374560435,2.53354437686,1.51921373514,2.74775592586
434,7.99283772546,2.99807518788,1.54803355676,3.8854513134
435,1.26853288767,9.14137234151,1.79302328563,10.9681475794
436,8.84393220479,5.6975759775,2.3875714548,4.99141633064
437,2.11598810317,4.22161334809,2.36814448462,5.21270953458
438,0.874036207459,4.1441525992,1.84181579976,4.00319452237
439,6.48873986988,10.4012691121,2.26560637311,12.8931888276
440,4.10834515373,6.13956502076,1.61920085355,7.59678350861
441,3.40063337279,11.4569478883,2.47180559659,12.4552333968
442,3.96377938165,8.33002435309,1.45224679506,9.88379145594
443,2.59748640364,12.2540544038,1.94673759074,13.8594125366
444,6.18665996063,6.01284028987,2.22136039698,5.72715303788
445,1.09527942697,-0.342571555986,1.01221427993,-1.17563747611
446,3.31509710851,9.21932314371,2.23230270061,12.3477757082
447,5.96779435468,4.88768811202,2.68798696452,5.95424823012
448,3.40742575575,3.6060918715,1.80336421939,3.44516548874
449,-3.90444981085,0.935429404762,1.98012914136,1.66077255298
450,7.29184703434,6.41619128159,1.6811420496,5.61789022515
451,4.94101617267,12.8140844828,2.83258919326,15.7037501121
452,12.2336463446,9.82209679823,2.42784861986,10.1855982691
453,7.68790280976,5.10797249245,1.99663447285,7.33572005444
454,7.07330213909,4.5810994641,0.784387475117,4.19340983855
455,4.85895198799,6.67589076889,2.15760292058,8.32995859985
456,5.09310405252,3.37084810581,1.41054212959,3.99863460316
457,-2.8798928327,3.89105793333,1.97246725957,3.91630824044
458,7.93408410793,7.82676043011,2.42930295713,8.90148856171
459,0.187091369762,5.19655373594,1.6997846917,6.31061297102
460,-2.01688380052,5.95882693616,2.39682107125,7.49712425379
461,1.15797765525,5.76947951821,2.02281675968,7.09900305334
